text_id,sentence_id,Text Ele Sentence,Text Adv Sentence
2_1_5,3,"Nowadays, mystery shopping companies mostly give freebies as an incentive. ","Nowadays, mystery shopping companies mostly rely on the promise of freebies to incentivize their workers. "
2_1_5,4,"“Marketforce shoppers usually get a couple of pounds for a visit, for their time and effort,” says Boydell. ","“Marketforce shoppers typically get a couple of pounds for a visit as a token gesture for their time and effort,” says Boydell. "
2_1_5,5,"“At the most, we'll pay £15 to £25 plus expenses for a meal for two or a hotel stay, for example. ","“At the most, we'll pay £15 to £25 plus reimbursement for expenses, such as a meal for two or a hotel stay. "
2_1_5,6,We don't directly employ any shoppers so we don't have to pay them the minimum wage.”,We don't directly employ any shoppers so we don't have to pay them the minimum wage.”
2_1_6,1,"Hannah, a 41-year-old lawyer, has made nearly 500 visits for the Mystery Dining Company in her spare time without receiving pay or travel expenses. ","Hannah, a 41-year-old City lawyer, has conducted nearly 500 visits for the Mystery Dining Company in her spare time without receiving remuneration or travel expenses. "
2_1_6,2,She has enjoyed £200 meals at Michelin-starred restaurants and overnight stays at expensive hotels. ,"As a prestigious “platinum diner”, she is regularly hand-picked by the Mystery Dining Company to carry out their most exclusive assignments, enjoying £200 meals at Michelin-starred Mayfair restaurants and overnight stays at boutique hotels. "
2_1_6,3,"But, it can be hard work. ","But there's no such thing as a free lunch, even if you work for a mystery dining company. "
2_1_6,4,"Hannah says she spends two to four hours after each visit writing detailed reports on everything from the quality of the food to specific conversations with staff. And, she always needs to be able to name or describe the staff. ","Hannah says she typically spends two to four hours after each visit writing detailed reports on everything from the quality of the food to specific interactions with staff, whom she always needs to be able to name or “subtly” describe. "
2_1_6,5,She has to memorize all these details while eating her meal because she cannot openly write anything down.,"Trickiest of all, she must memorize all these details while eating her meal – unable, of course, to openly write anything down."
2_2_1,1,Robert Myslajek stops. ,Robert Myslajek stops dead. 
2_2_1,2,"Between two paw prints on a mountain path, the scientist finds what he is looking for. ","Between two paw prints on a muddy mountain track, the scientist finds what he is looking for. "
2_2_1,3,“Droppings!” he says happily. It is so rare to see a wolf that seeing droppings makes it a good day. ,"“Droppings!” he enthuses. Wolf sightings are so rare that the sighting of their feces marks a good day, even for a seasoned tracker. "
2_2_1,4,But it is getting easier to see a wolf. ,But it is getting easier. 
2_2_1,5,"There are now about 1,500 wolves in Poland. ","There are now an estimated 1,500 wolves in Poland."
2_2_1,6,The number has doubled in 15 years. ,The number has doubled in 15 years. 
2_2_1,7,"The wolf, the brown bear, the lynx and the wolverine are Europe's last large predator carnivores. ","Wolves are – along with the brown bear, the lynx and the wolverine – Europe's last large predator carnivores. "
2_2_1,8,"Scientists from Britain, Germany and the Netherlands are coming here to find out how Poland has saved wolves who have a bad reputation even in fairy tales.","Conservationists from Britain, Germany and the Netherlands are beating a path here to find out how Poland has saved this protected species, slandered even in fairy tales."
2_2_2,1,The scientist says wolves can move up to 30 kilometers during a single hunt. ,"The scientist, who is a familiar face on Polish television, says wolves are exceptional animals that are capable of moving up to 30km during a single hunt. "
2_2_2,2,“The pack that he is tracking is a strong group of eight or nine animals. ,"“The Beskidy pack is a strong unit, eight or nine individuals. "
2_2_2,3,"This year, we have recorded five cubs, two young wolves and two adults. ","This year, we have recorded five cubs, two yearlings and two adults. "
2_2_2,4,We track them using special cameras in the forest and by following their prints in the mud and snow. ,We track them using motion-activated cameras in the forest and by following their prints in the mud and snow. 
2_2_2,5,"In each family group, only one pair of adults has cubs each year. ","In each family group, only one pair reproduces, once a year. "
2_2_2,6,All the wolves in the pack look after the young.” ,All pack members care for the young with solidarity and devotion.” 
2_2_2,7,"Myslajek, the son of a shepherd, doesn't understand wolves' bad reputation. ","Myslajek, the son of a shepherd, is puzzled by wolves' bad reputation. "
2_2_2,8,,“Why does one speak of a 'lone-wolf gunman'? 
2_2_2,9,"“Why did we have to have the fairy tale Little Red Riding Hood, with its big bad wolf?” ","Why did we have to have Little Red Riding Hood, with its big bad wolf?” "
2_2_2,10,"He is fascinated by these animals, who remained in the wild 33,000 years ago when other types of dog decided on a much more comfortable life as pets.","He is fascinated by these aloof canines who remained in the wild 33,000 years ago when others decided on a much more comfortable existence as domestic dogs."
2_2_3,1,,Wolves are not pooches. 
2_2_3,2,"Myslajek says only the need to save forests and control the wild animal population can save Europe's wild carnivores, especially the unpopular wolf. ","Myslajek says only scientific arguments – the need to regenerate forests and control the wild animal population – can save Europe's wild carnivores, especially the unpopular wolf. "
2_2_3,3,“Natural predators balance the ecosystem. ,“Natural predators balance the ecosystem. 
2_2_3,4,"They reduce the number of herbivores, which allows trees to grow tall for birds to nest in.” ","They keep herbivores in check, thus allowing trees to grow tall for birds to nest in.” "
2_2_3,5,The ban on wolf hunting in the western Carpathian mountains became law in 1995 and in the whole of Poland in 1998. ,The ban on wolf hunting in the western Carpathian mountains came into force in 1995 and nationwide in Poland in 1998. 
2_2_3,6,There are now wolf packs in nearly all the country's major forests where the wolves exist together with humans.,"There are now resident packs in virtually all the country's major forests. The predators coexist with humans rather than being fenced off, as they are in African safari parks. "
2_2_4,1,The Polish government pays compensation to farmers when a wolf kills their farm animals. ,The Polish government pays compensation for livestock killed by wolves. 
2_2_4,2,Myslajek tells farmers to put up electric fences. ,Myslajek advises farmers on erecting electric fences. 
2_2_4,3,He also tells them to use two things that wolves find scary: strings of small red flags (to keep wolves away from sheep) and the Tatra Mountain Sheepdog.,"He has helped revive the use of two deterrents that, for reasons no one quite understands, wolves find particularly scary: strings of small red flags (hung around sheep pens) and the bark of the fluffy white Tatra Mountain Sheepdog."
2_2_5,1,Poland didn't have many big roads until recently and this has helped wolves. ,The survival of Poland's wolves has been helped by the country's belated infrastructure development. 
2_2_5,2,"In 1989, when the communists left power, Poland had only one motorway. ","In 1989, when the communists relinquished power, Poland had only one motorway. "
2_2_5,3,Major road projects began after Poland joined the European Union in 2004 and they now have to consider wild animals. ,Major road projects – requiring wildlife impact studies – began after Poland joined the European Union in 2004. The country now has one of the highest densities in the world of overhead crossings and underpasses for wild animals. 
2_2_5,4,The way people think about wolves has also changed. ,Attitudes have also changed. 
2_2_5,5,"“For many years, hunting was a part of the culture in Poland. ","“For many years, hunting was cultural. "
2_2_5,6,"In 1975, there were fewer than 100 wolves in Poland.” ","In 1975, there were fewer than 100 wolves in Poland. "
2_2_5,7,,"Beginning in the 1950s, hunting wolves had been encouraged by the authorities. "
2_2_5,8,,They paid a reward for killing a wolf worth a month's salary. 
2_2_5,9,,It was carnage.” 
2_2_5,10,Myslajek says that Polish wolves are much safer now but they are not completely safe. ,Myslajek says the improvement in Polish wolves' survival chances has been considerable but remains fragile. 
2_2_5,11,"Packs go into neighboring countries – Russia, Lithuania and Belarus – where there is still hunting.","Packs are mobile across borders and hunting still goes on in neighboring Russia, Lithuania and Belarus."
2_2_6,1,He says Poland's new government doesn't like wolves. ,"He claims Poland's new government, elected in October 2015, is hostile to wolves. "
2_2_6,2,"“The Environment Minister, Jan Szyszko, is a hunter. ","“The Environment Minister, Jan Szyszko, makes no secret of being a hunter. "
2_2_6,3,"There are 120,000 hunters in Poland and they have a lot of influence. ","There are 120,000 licensed hunters in Poland and they are influential in parliament. "
2_2_6,4,It's not easy to defend wolves. ,Being a wolf advocate is not easy. 
2_2_6,5,You can't say to the politicians that wolves are a big tourist attraction. ,It is not as if you can argue to the politicians that wolves are a big tourist attraction. 
2_2_6,6,Most tourists want to see the animals but wolves stay away from humans. They have a very strong sense of smell.”,Most tourists want to see the animals but wolves stay away from humans. They have a tremendously sensitive sense of smell.”
2_3_1,1,Swedish prisons have a reputation around the world for being liberal and modern. ,Swedish prisons have long had a reputation around the world for being progressive. 
2_3_1,2,But are the country's prisons too soft? ,But are the country's prisons a soft option?
2_3_1,3,"The head of Sweden's prison and probation service, Nils Oberg, said in November 2013 that four Swedish prisons will close because of an “out of the ordinary” drop in the number of prisoners. ","The head of Sweden's prison and probation service, Nils Oberg, announced in November 2013 that four Swedish prisons are to be closed due to an “out of the ordinary” decline in prisoner numbers. "
2_3_1,4,"There has been no fall in crime rates, but, between 2011 and 2012, there was a 6% drop in the number of people in Sweden's prisons, now a little over 4,500. ","Although there has been no fall in crime rates, between 2011 and 2012 there was a 6% drop in Sweden's prisoner population, now a little over 4,500. "
2_3_1,5,,A similar decrease is expected in 2013 and 2014. 
2_3_1,6,"Oberg said he was confused by the drop in numbers, but hoped that the reason was to do with how his prisons are managed. ","Oberg admitted to being puzzled by the unexpected dip, but expressed optimism that the reason was to do with how his prisons are run. "
2_3_1,7,"“We certainly hope that the efforts we put into rehabilitation and into stopping criminals from reoffending has made a difference,” he said.","“We certainly hope that the efforts we invest in rehabilitation and preventing relapse of crime has had an impact,” he said."
2_3_2,1,"“The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978,” says Kenneth Gustafsson, governor of Kumla Prison, Sweden's most secure jail. ","“The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978,” says Kenneth Gustafsson, governor of Kumla Prison, Sweden's most secure jail. "
2_3_2,2,,"However, he doesn't think the system has gone soft. "
2_3_2,3,"“When I joined, prisoners were treated well – maybe too well. ","“When I joined, the focus was very much on humanity in prisons. Prisoners were treated well – maybe too well, some might say. "
2_3_2,4,"But, after high profile escapes in 2004, we had to make the prisons more secure.” ","But, after a number of high-profile escapes in 2004, we had to implement changes to make prisons more secure.” "
2_3_2,5,"In Sweden, prison sentences are not usually for more than ten years. ","The Swedes still managed to maintain a broadly humane approach to sentencing, even of the most serious offenders: jail terms rarely exceed ten years. "
2_3_2,6,Sweden was the first country in Europe to introduce the electronic tagging of criminals and it continues to keep prison sentences short when possible by using community-based punishments. These have stopped many criminals from reoffending.,"Sweden was the first country in Europe to introduce the electronic tagging of convicted criminals and continues to strive to minimize short-term prison sentences wherever possible by using community-based punishments, which have been proven to be more effective at reducing reoffending."
2_3_3,1,"The reoffending rate in Sweden is between 30 and 40% – to compare that with another European country, the number is around half that of the UK. ","The overall reoffending rate in Sweden stands at between 30 and 40% over three years – to compare that with another European country, the number is around half that of the UK. "
2_3_3,2,"One thing that has kept reoffending down and the number of prisoners in Sweden below 70 per 100,000 people is that anyone under 15 cannot be responsible for their crime. ","One likely reason for the relatively low reoffending rate and the low rate of incarceration in Sweden (below 70 per 100,000 head of population) is that the age of criminal responsibility is set at 15. "
2_3_3,3,,"In the UK, for example, children aged ten to 17 and young people under the age of 21 record the highest reoffending rates: almost three quarters and two thirds, respectively. "
2_3_3,4,,A good proportion of these offenders go on to populate adult jails. 
2_3_3,5,"Also, in Sweden, no young person under the age of 21 can be sentenced to life – this is not the same in many other countries – and they try to keep young offenders out of prison.","In Sweden, no young person under the age of 21 can be sentenced to life – this is not the case in many other countries – and every effort is made to ensure that as few juvenile offenders as possible end up in prison."
2_3_4,1,One reason for the drop in prison numbers might be the amount of post-prison support available in Sweden. ,One strong reason for the drop in prison numbers might be the amount of post-prison support available in Sweden. 
2_3_4,2,"A government-run probation service gives treatment programs to offenders with drug, alcohol or violence problems. ","A confident probation service – a government agency – is tasked not only with supervising those on probation but is also guaranteed to provide treatment programs for offenders with drug, alcohol or violence issues. "
2_3_4,3,"Around 4,500 Swedes help the service – they volunteer to make friends with and support offenders. ","The service is assisted by around 4,500 lay supervisors – members of the public who volunteer to befriend and support offenders under supervision. "
2_3_4,4,"“In Sweden, we believe very much in the idea of rehabilitation,” says Gustafsson. ","“In Sweden, we believe very much in the concept of rehabilitation, without being naive of course,” says Gustafsson. "
2_3_4,5,"“Of course, there are some people who will not or cannot change. ",“There are some people who will not or cannot change. 
2_3_4,6,"But, in my experience, most prisoners want to change and we must do what we can to help them.”","But, in my experience, the majority of prisoners want to change, and we must do what we can to help to facilitate that. "
2_3_4,7,,It is not always possible to achieve this in one prison sentence.”
2_4_1,1,"Chemists have waited a long time to find a new element and, now, researchers in Japan, Russia and the US have discovered four. The four new elements will be added to the periodic table. They are the first elements to be added since 2011, when elements 114 and 116 were included. ","Such is the lot of the modern-day chemist: you wait ages for a new element to turn up and then four come along at once. Discovered by researchers in Japan, Russia and the US, the four new elements are the first to be added to the periodic table since 2011, when elements 114 and 116 were included. "
2_4_1,2,"The new elements, all very radioactive, complete the seventh row of the periodic table.","The new elements, all spectacularly short-lived and highly radioactive, complete the periodic table's seventh row and render science textbooks around the world out of date."
2_4_2,1,,"The US-based International Union of Pure and Applied Chemistry (IUPAC), the global organization that governs chemical nomenclature, terminology and measurement, verified the elements on 30 December, 2015 after poring over studies dating back to 2004. The scientists who found them must now come up with formal names to replace the clunky Latin- based placeholders – ununtrium, ununpentium, ununseptium and ununoctium – which reflect their atomic numbers, 113, 115, 117, and 118. The atomic number is the number of protons found in an element's atomic nucleus."
,2,,
,3,,
,4,,
